property_id,property_number,city,ward_code,ward_name,zone_name,area_name,plot_no,survey_no,cts_no,final_plot_no,postal_code,geo_lat,geo_lng,land_area_sq_m,built_up_area_sq_m,occupancy_type,annual_rateable_value_inr,estimated_property_tax_inr,status,use_type,owner_name,owner_contact,structural_risk_band,last_field_verification_date,remarks
5605fd18-39e1-494a-9ec1-ecc0ad412a3d,PMC-WR-411040-000007,Pune,PMC-WR,Wanowrie Ramtekdi,South-East,Ramtekdi,443,292,7788,41,411013,18.49455,73.905397,261,345.8,owner_occupied,76165,14872,active,mixed_use,Aarav Gadgil,9900000233,low,2025-11-05,"Ground-floor commercial activity noted; upper floors residential. Area context: Ramtekdi. Approx. land 261 sq m, built-up 345.8 sq m."
c4715157-6d0f-4b3f-bc2b-5a7a94950f4b,PMC-NR-411014-000003,Pune,PMC-NR,Nagar Road Vadgaon Sheri,East,Nagar Road,256,35,2952,231,411014,18.563217,73.918969,893,2701.3,mixed,556911,117311,active,mixed_use,Rashmi Raut,9900000234,low,2025-11-20,"Ground-floor commercial activity noted; upper floors residential. Area context: Nagar Road. Approx. land 893 sq m, built-up 2701.3 sq m."
40e35852-03db-4504-b784-2581c247d1fd,PMC-BP-411042-000004,Pune,PMC-BP,Bhavani Peth,Central,Mahatma Phule Peth,46,249,7582,7,411011,18.502073,73.866387,511,721.6,owner_occupied,157229,24926,active,mixed_use,Aniket Agarwal,9900000235,high,2025-11-24,"Ground-floor commercial activity noted; upper floors residential. Area context: Mahatma Phule Peth. Approx. land 511 sq m, built-up 721.6 sq m."
e995c8ca-277e-4162-8c68-b8e62723dcba,BMC-HE-400055-000006,Mumbai,MCGM-HE,H/E Ward,Western Suburbs,Santacruz East,548,268,6413,44,400055,19.071498,72.838026,350,388.9,owner_occupied,113111,20819,active,residential,Aniket Wagh,9900000236,low,2026-02-23,"Property verified against ward register; owner-occupied share likely high. Area context: Santacruz East. Approx. land 350 sq m, built-up 388.9 sq m."
a1857adc-4f21-45fb-9202-2fd1f21d2a7d,BMC-S-400078-000006,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Bhandup West,346,288,3158,175,400078,19.159414,72.947353,86,80.3,rented,29688,5103,active,residential,Sachin Bansode,9900000237,low,2026-04-25,"Property verified against ward register; owner-occupied share likely high. Area context: Bhandup West. Approx. land 86 sq m, built-up 80.3 sq m."
5c1e1626-993a-4b2a-b2ee-92bafdd611a4,PMC-HM-411028-000009,Pune,PMC-HM,Hadapsar Mundhwa,East,Kharadi Annexe,226,167,1091,169,411036,18.488679,73.946609,201,186.0,rented,27366,4964,active,residential,Vidya Deshmukh,9900000238,low,2025-12-18,"Property verified against ward register; owner-occupied share likely high. Area context: Kharadi Annexe. Approx. land 201 sq m, built-up 186.0 sq m."
496a96fe-162d-48a4-abd7-e69017d79f81,BMC-RC-400092-000005,Mumbai,MCGM-RC,R/C Ward,Western Suburbs,Chandavarkar Road,524,256,3818,129,400092,19.236758,72.85831,356,35.8,owner_occupied,12000,2500,active,vacant_land,Sheetal Shinde,9900000239,low,2025-12-29,"Vacant parcel; development workflow more likely than trade workflow. Area context: Chandavarkar Road. Approx. land 356 sq m, built-up 35.8 sq m."
e3b11a9d-9b35-4dcc-9aaa-9320e6f9363e,BMC-KW-400058-000009,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Versova,811,267,6807,166,400058,19.136714,72.835376,1600,2721.7,owner_occupied,547547,94773,active,institutional,Arjun Yadav,9900000240,low,2026-02-07,"Non-residential public/institutional use; inspections routed via department. Area context: Versova. Approx. land 1600 sq m, built-up 2721.7 sq m."
a91d4f8d-007a-4909-b8fc-06c790a4750e,PMC-SR-411051-000013,Pune,PMC-SR,Sinhagad Road,South-West,Narhe,520,247,1290,110,411051,18.463633,73.824798,1572,2777.3,mixed,471835,91592,active,industrial,Vijay Kale,9900000241,low,2026-03-24,"Storage/fire referral may be required for certain workflows. Area context: Narhe. Approx. land 1572 sq m, built-up 2777.3 sq m."
1277d140-9c4a-4b01-ae0f-d33cf537fd09,BMC-RN-400068-000006,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,875,37,1373,195,400068,19.242678,72.865246,862,1900.7,owner_occupied,992637,168595,active,mixed_use,Supriya Kale,9900000242,low,2026-02-21,"Ground-floor commercial activity noted; upper floors residential. Area context: Rawalpada. Approx. land 862 sq m, built-up 1900.7 sq m."
0962f7fe-f500-46ab-a8bf-b98afdd190de,BMC-RN-400068-000007,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,502,30,5053,165,400068,19.266189,72.848385,252,724.4,mixed,249696,42803,active,residential,Supreme Pharmacy,9900000243,low,2025-12-25,"Property verified against ward register; owner-occupied share likely high. Area context: Rawalpada. Approx. land 252 sq m, built-up 724.4 sq m."
c3913228-9416-4f61-a8be-d523dd14710d,BMC-RC-400092-000006,Mumbai,MCGM-RC,R/C Ward,Western Suburbs,Chandavarkar Road,254,219,9875,149,400092,19.241087,72.851243,570,1822.8,rented,1271731,284340,active,commercial,Metro Agency,9900000244,medium,2026-03-19,"Frontage and signage potential flagged for annual review. Area context: Chandavarkar Road. Approx. land 570 sq m, built-up 1822.8 sq m."
78df3899-a4d5-49a3-83ce-bc5f27ffff61,PMC-WR-411013-000008,Pune,PMC-WR,Wanowrie Ramtekdi,South-East,Fatima Nagar,276,221,3442,239,411040,18.504241,73.908028,664,632.8,owner_occupied,59146,9800,active,institutional,Atul Shinde,9900000245,low,2026-01-05,"Non-residential public/institutional use; inspections routed via department. Area context: Fatima Nagar. Approx. land 664 sq m, built-up 632.8 sq m."
25dd46dc-a340-461d-9e81-19993856548c,BMC-KW-400058-000010,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Lokhandwala,924,5,6707,113,400058,19.121208,72.836676,110,316.2,owner_occupied,197633,35458,active,mixed_use,Madhuri Agarwal,9900000246,medium,2026-01-27,"Ground-floor commercial activity noted; upper floors residential. Area context: Lokhandwala. Approx. land 110 sq m, built-up 316.2 sq m."
b6dffd31-1ed0-44cd-b750-7111c2901680,PMC-AB-411007-000008,Pune,PMC-AB,Aundh Baner,West,Pashan Link,776,170,5531,155,411045,18.562837,73.803862,429,625.6,owner_occupied,88892,14726,active,residential,Umesh Karnik,9900000247,medium,2026-03-13,"Property verified against ward register; owner-occupied share likely high. Area context: Pashan Link. Approx. land 429 sq m, built-up 625.6 sq m."
54d89f1d-022c-4dd2-92e9-a175bbc6638a,PMC-BBW-411043-000005,Pune,PMC-BBW,Bibwewadi,South,Upper Indira Nagar,677,179,3089,1,411043,18.484069,73.874492,544,1314.2,mixed,452285,69312,disputed,commercial,Silver Bakery,9900000248,low,2026-02-08,"Frontage and signage potential flagged for annual review. Area context: Upper Indira Nagar. Approx. land 544 sq m, built-up 1314.2 sq m."
ca36ca48-522a-4741-8fe1-8875b736aa0b,BMC-RN-400068-000008,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Dahisar West,510,15,1436,78,400068,19.265141,72.858401,113,308.1,mixed,90316,19477,active,residential,Vijay Jadhav,9900000249,low,2026-02-26,"Property verified against ward register; owner-occupied share likely high. Area context: Dahisar West. Approx. land 113 sq m, built-up 308.1 sq m."
cf274784-1c4e-4955-a3ef-a996a51a3988,BMC-S-400078-000007,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Bhandup West,815,45,5462,224,400078,19.138911,72.93371,1129,3715.2,owner_occupied,2840724,680853,active,commercial,Metro Industries,9900000250,medium,2025-12-18,"Frontage and signage potential flagged for annual review. Area context: Bhandup West. Approx. land 1129 sq m, built-up 3715.2 sq m."
5b9a2ebb-28f6-41ec-8a2f-2efc1cfeb882,BMC-E-400008-000003,Mumbai,MCGM-E,E Ward,Island City,Reay Road,549,5,3120,217,400008,18.984796,72.841631,417,376.8,owner_occupied,133701,22865,active,residential,A1 Decor,9900000251,low,2026-01-04,"Property verified against ward register; owner-occupied share likely high. Area context: Reay Road. Approx. land 417 sq m, built-up 376.8 sq m."
533995a0-2b9e-4aef-83c2-97a41207f5d9,PMC-WK-411052-000003,Pune,PMC-WK,Warje Karvenagar,West,Erandwane Annexe,328,92,5070,129,411058,18.489266,73.813474,450,1187.2,rented,135109,33244,active,residential,Prajakta Bansode,9900000252,medium,2026-02-05,"Property verified against ward register; owner-occupied share likely high. Area context: Erandwane Annexe. Approx. land 450 sq m, built-up 1187.2 sq m."
ca7addc7-e19f-4abf-9b48-a82bd52e2a07,BMC-PN-400064-000012,Mumbai,MCGM-PN,P/N Ward,Western Suburbs,Malad West,541,248,4647,73,400064,19.174725,72.836056,218,543.1,mixed,151215,41018,active,residential,Shree Solutions,9900000253,low,2026-03-07,"Property verified against ward register; owner-occupied share likely high. Area context: Malad West. Approx. land 218 sq m, built-up 543.1 sq m."
376b346a-ef8d-4030-bc0c-f491389ea8f2,PMC-SG-411004-000006,Pune,PMC-SG,Shivajinagar Ghole Road,Central-West,Ghole Road,949,18,932,25,411005,18.540201,73.837047,337,823.2,owner_occupied,239690,47497,active,commercial,Madhuri Naik,9900000254,high,2025-11-18,"Frontage and signage potential flagged for annual review. Area context: Ghole Road. Approx. land 337 sq m, built-up 823.2 sq m."
e63954d3-0779-4598-a151-31103d56767f,BMC-L-400070-000008,Mumbai,MCGM-L,L Ward,Eastern Suburbs,Kurla East,648,93,7302,95,400070,19.064314,72.878398,447,104.3,owner_occupied,12000,2500,active,vacant_land,Sunil Agarwal,9900000255,low,2026-04-15,"Vacant parcel; development workflow more likely than trade workflow. Area context: Kurla East. Approx. land 447 sq m, built-up 104.3 sq m."
2b1e3a66-f224-4b31-b94b-e74f36c87667,PMC-KB-411038-000013,Pune,PMC-KB,Kothrud Bavdhan,West,Mahatma Society,570,3,8798,201,411021,18.507778,73.809394,1960,3798.5,rented,344752,58661,active,institutional,Milind Shinde,9900000256,low,2026-03-22,"Non-residential public/institutional use; inspections routed via department. Area context: Mahatma Society. Approx. land 1960 sq m, built-up 3798.5 sq m."
1c10cd4f-6594-4d06-ba82-178f8ff5420b,PMC-DS-411009-000003,Pune,PMC-DS,Dhankawadi Sahakarnagar,South,Sahakarnagar,434,276,11,64,411046,18.466792,73.851068,177,401.0,owner_occupied,71965,17811,active,mixed_use,Omkar Naik,9900000257,low,2026-05-08,"Ground-floor commercial activity noted; upper floors residential. Area context: Sahakarnagar. Approx. land 177 sq m, built-up 401.0 sq m."
5677eb0f-1b3b-4ac1-8854-269549b56436,PMC-NR-411006-000004,Pune,PMC-NR,Nagar Road Vadgaon Sheri,East,Viman Nagar,132,138,6924,20,411014,18.557995,73.918566,322,435.9,rented,55315,11418,active,residential,Vikas Pawar,9900000258,low,2026-05-14,"Property verified against ward register; owner-occupied share likely high. Area context: Viman Nagar. Approx. land 322 sq m, built-up 435.9 sq m."
b824c26f-3431-4f4e-9c38-4a8ee35a1901,PMC-BBW-411037-000006,Pune,PMC-BBW,Bibwewadi,South,Bibwewadi,277,194,2051,137,411037,18.467919,73.867904,186,53.8,owner_occupied,12000,2500,active,vacant_land,Komal Shinde,9900000259,low,2025-11-03,"Vacant parcel; development workflow more likely than trade workflow. Area context: Bibwewadi. Approx. land 186 sq m, built-up 53.8 sq m."
3dbfe717-ab71-4289-85a0-2edbbafa9d5a,BMC-ME-400043-000005,Mumbai,MCGM-ME,M/E Ward,Eastern Suburbs,Mankhurd,102,5,795,44,400043,19.047165,72.922256,332,902.2,rented,243572,61891,active,residential,Urban Industries,9900000260,low,2026-01-06,"Property verified against ward register; owner-occupied share likely high. Area context: Mankhurd. Approx. land 332 sq m, built-up 902.2 sq m."
bd2fd5af-19c4-4cce-a84a-72d53ab7c669,BMC-RN-400068-000009,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,818,41,7688,129,400068,19.252977,72.865017,401,746.4,rented,276954,42417,active,residential,Sunrise Solutions,9900000261,low,2025-11-08,"Property verified against ward register; owner-occupied share likely high. Area context: Rawalpada. Approx. land 401 sq m, built-up 746.4 sq m."
01408121-b787-4154-beb2-3ee31eef5443,BMC-PS-400104-000009,Mumbai,MCGM-PS,P/S Ward,Western Suburbs,Motilal Nagar,510,230,8447,176,400104,19.167456,72.854205,2036,3558.6,rented,784556,154779,sealed,institutional,Vardhaman Industries,9900000262,low,2026-03-24,"Non-residential public/institutional use; inspections routed via department. Area context: Motilal Nagar. Approx. land 2036 sq m, built-up 3558.6 sq m."
0c601794-b4a2-472a-83fb-784458e2ece2,PMC-BBW-411043-000007,Pune,PMC-BBW,Bibwewadi,South,Bibwewadi,347,250,4102,213,411037,18.476262,73.860395,293,497.0,owner_occupied,64345,11305,active,residential,Rashmi Jadhav,9900000263,low,2026-06-27,"Property verified against ward register; owner-occupied share likely high. Area context: Bibwewadi. Approx. land 293 sq m, built-up 497.0 sq m."
d5f83b95-56cf-4c0f-859b-9d3203d6dd83,PMC-KB-411038-000014,Pune,PMC-KB,Kothrud Bavdhan,West,Bavdhan,421,225,2039,234,411021,18.512789,73.802703,260,502.7,owner_occupied,58569,12007,active,residential,Pooja Kale,9900000264,low,2025-12-27,"Property verified against ward register; owner-occupied share likely high. Area context: Bavdhan. Approx. land 260 sq m, built-up 502.7 sq m."
53e131ae-cbf7-454d-9cd9-df491396a75e,PMC-TR-411030-000004,Pune,PMC-TR,Tilak Road,Central,Tilak Road,683,11,3270,243,411030,18.506622,73.852802,420,670.1,owner_occupied,82924,18419,active,residential,A1 Engineering,9900000265,low,2025-11-28,"Property verified against ward register; owner-occupied share likely high. Area context: Tilak Road. Approx. land 420 sq m, built-up 670.1 sq m."
037f88b7-9367-442e-9e6e-90b433cd0271,BMC-KW-400058-000011,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Andheri West,780,97,7037,64,400058,19.119985,72.847568,1018,2194.0,owner_occupied,1305233,268961,active,commercial,Sunrise Lounge,9900000266,high,2026-04-11,"Frontage and signage potential flagged for annual review. Area context: Andheri West. Approx. land 1018 sq m, built-up 2194.0 sq m."
10ea06d4-0b1e-48f1-b842-8f80766328a3,PMC-WK-411052-000004,Pune,PMC-WK,Warje Karvenagar,West,Warje,345,21,6990,123,411052,18.492577,73.802986,248,496.6,owner_occupied,67470,10671,active,residential,Anagha Karnik,9900000267,low,2025-12-10,"Property verified against ward register; owner-occupied share likely high. Area context: Warje. Approx. land 248 sq m, built-up 496.6 sq m."
97ddb3f7-1560-4113-8ffc-0ed322064a9d,PMC-TR-411030-000005,Pune,PMC-TR,Tilak Road,Central,Tilak Road,340,22,5917,190,411030,18.510294,73.846565,2643,2380.7,owner_occupied,419230,68347,active,industrial,Priya Chavan,9900000268,medium,2025-11-20,"Storage/fire referral may be required for certain workflows. Area context: Tilak Road. Approx. land 2643 sq m, built-up 2380.7 sq m."
073e7e21-d8dc-41ae-998c-4b622b2a56ac,PMC-SG-411005-000007,Pune,PMC-SG,Shivajinagar Ghole Road,Central-West,Deccan Gymkhana,564,67,4147,229,411004,18.533897,73.837049,709,9.3,owner_occupied,12000,2500,active,vacant_land,Vaishali Khot,9900000269,low,2026-01-08,"Vacant parcel; development workflow more likely than trade workflow. Area context: Deccan Gymkhana. Approx. land 709 sq m, built-up 9.3 sq m."
4b4f3718-1f32-4e0d-aa5c-a5ffd0d003e2,BMC-PS-400104-000010,Mumbai,MCGM-PS,P/S Ward,Western Suburbs,Bangur Nagar,799,156,6403,103,400104,19.150301,72.844713,931,3423.7,owner_occupied,2166913,438368,active,commercial,Aditya Wagh,9900000270,low,2026-02-17,"Frontage and signage potential flagged for annual review. Area context: Bangur Nagar. Approx. land 931 sq m, built-up 3423.7 sq m."
7c4a2b22-dbe5-475f-b692-7cf7ead9fb0c,PMC-KVW-411011-000010,Pune,PMC-KVW,Kasba Vishrambagwada,Central,Budhwar Peth,844,6,3450,137,411002,18.522154,73.864744,108,158.5,owner_occupied,23264,3345,under_verification,residential,Yogesh Shah,9900000271,high,2025-12-14,"Property verified against ward register; owner-occupied share likely high. Area context: Budhwar Peth. Approx. land 108 sq m, built-up 158.5 sq m."
0445b0dd-e100-4507-ad6f-c7aa398c265f,BMC-MW-400071-000004,Mumbai,MCGM-MW,M/W Ward,Eastern Suburbs,Deonar Annexe,650,48,9911,142,400071,19.057679,72.89131,3279,7876.8,owner_occupied,2710737,823512,active,industrial,Rashmi Gadgil,9900000272,low,2025-11-14,"Storage/fire referral may be required for certain workflows. Area context: Deonar Annexe. Approx. land 3279 sq m, built-up 7876.8 sq m."
b9dbd218-9cc7-487f-9ba7-45e656b9193d,BMC-FN-400019-000006,Mumbai,MCGM-FN,F/N Ward,City,Wadala East,623,197,3087,18,400019,19.020867,72.869356,493,627.7,owner_occupied,159252,47888,active,residential,Mahalaxmi Decor,9900000273,medium,2026-06-05,"Property verified against ward register; owner-occupied share likely high. Area context: Wadala East. Approx. land 493 sq m, built-up 627.7 sq m."
9b65a256-2d9d-4648-aee4-44cf187b1f4f,PMC-BP-411042-000005,Pune,PMC-BP,Bhavani Peth,Central,Bhavani Peth,556,279,5554,219,411042,18.504809,73.869657,46,117.9,owner_occupied,12000,2957,active,residential,Rohit Kale,9900000274,low,2026-01-09,"Property verified against ward register; owner-occupied share likely high. Area context: Bhavani Peth. Approx. land 46 sq m, built-up 117.9 sq m."
1492a46c-8182-431c-87c0-9eaf5b570bf8,PMC-YKD-411015-000006,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Kalas,944,23,6313,176,411032,18.578315,73.89749,115,188.8,owner_occupied,22696,4307,active,residential,Galaxy Warehousing,9900000275,low,2026-01-27,"Property verified against ward register; owner-occupied share likely high. Area context: Kalas. Approx. land 115 sq m, built-up 188.8 sq m."
f6bc8d71-8e2d-4e4e-9df0-f66f80320a0f,PMC-KB-411021-000015,Pune,PMC-KB,Kothrud Bavdhan,West,Mahatma Society,678,58,6057,239,411021,18.514634,73.817261,218,597.0,mixed,67332,12045,active,residential,A1 Engineering,9900000276,high,2026-03-19,"Property verified against ward register; owner-occupied share likely high. Area context: Mahatma Society. Approx. land 218 sq m, built-up 597.0 sq m."
8c655c7b-119e-4931-b9fa-136b50fe9639,BMC-HW-400050-000007,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Bandra West,822,45,4038,99,400050,19.056685,72.829293,882,2809.8,owner_occupied,1727226,498501,active,commercial,Swapnil Khan,9900000277,low,2026-03-06,"Frontage and signage potential flagged for annual review. Area context: Bandra West. Approx. land 882 sq m, built-up 2809.8 sq m."
2c39d915-a390-4834-ae4d-9b2d0d232586,BMC-S-400078-000008,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Kanjurmarg,472,55,2371,214,400078,19.160279,72.925664,474,1272.0,owner_occupied,415733,72028,active,residential,Prakash Khan,9900000278,low,2025-11-13,"Property verified against ward register; owner-occupied share likely high. Area context: Kanjurmarg. Approx. land 474 sq m, built-up 1272.0 sq m."
042b913c-4fd9-4608-b178-548ffe2c94aa,PMC-BP-411011-000006,Pune,PMC-BP,Bhavani Peth,Central,Mahatma Phule Peth,144,89,8651,179,411042,18.509651,73.867279,341,1270.5,owner_occupied,421073,73066,active,commercial,Aditya Kale,9900000279,medium,2025-12-21,"Frontage and signage potential flagged for annual review. Area context: Mahatma Phule Peth. Approx. land 341 sq m, built-up 1270.5 sq m."
aa78e30e-ba38-4394-a5a1-b77b3185d156,BMC-GN-400028-000004,Mumbai,MCGM-GN,G/N Ward,City,Mahim,997,195,1516,134,400028,19.017511,72.826568,500,1299.1,owner_occupied,859539,193091,active,commercial,Chetan Sutar,9900000280,low,2026-02-25,"Frontage and signage potential flagged for annual review. Area context: Mahim. Approx. land 500 sq m, built-up 1299.1 sq m."
77b52f13-2c81-4812-ac87-461c5cc014e2,PMC-WK-411052-000005,Pune,PMC-WK,Warje Karvenagar,West,Warje,217,25,9793,3,411058,18.483735,73.815484,338,475.5,owner_occupied,93856,22428,active,mixed_use,Deepak Naik,9900000281,medium,2025-12-03,"Ground-floor commercial activity noted; upper floors residential. Area context: Warje. Approx. land 338 sq m, built-up 475.5 sq m."
ee9c28dc-3bbf-440c-b155-42807f1e9a8b,BMC-HW-400050-000008,Mumbai,MCGM-HW,H/W Ward,Western Suburbs,Khar West,418,119,8260,26,400050,19.058041,72.826199,106,251.8,rented,84209,18756,active,residential,Aniket Kale,9900000282,low,2025-11-04,"Property verified against ward register; owner-occupied share likely high. Area context: Khar West. Approx. land 106 sq m, built-up 251.8 sq m."
f23e4193-dd62-4011-b5f8-55d7d4c992ea,BMC-RN-400068-000010,Mumbai,MCGM-RN,R/N Ward,Western Suburbs,Rawalpada,298,159,5913,160,400068,19.245095,72.872816,734,1964.7,owner_occupied,1345606,258271,disputed,commercial,Rajesh Naik,9900000283,low,2026-05-11,"Frontage and signage potential flagged for annual review. Area context: Rawalpada. Approx. land 734 sq m, built-up 1964.7 sq m."
d481775c-d59f-4746-a42d-38024bc8c355,PMC-HM-411036-000010,Pune,PMC-HM,Hadapsar Mundhwa,East,Magarpatta,782,192,7252,167,411028,18.497565,73.936169,435,812.4,rented,100773,17904,active,residential,Savita Thorve,9900000284,medium,2026-02-21,"Property verified against ward register; owner-occupied share likely high. Area context: Magarpatta. Approx. land 435 sq m, built-up 812.4 sq m."
6b7e376c-d52d-4447-9ad6-e8117658db19,PMC-SR-411051-000014,Pune,PMC-SR,Sinhagad Road,South-West,Narhe,874,56,1735,75,411051,18.457186,73.82136,398,1044.6,owner_occupied,109017,30881,active,residential,Supriya Pawar,9900000285,low,2026-01-03,"Property verified against ward register; owner-occupied share likely high. Area context: Narhe. Approx. land 398 sq m, built-up 1044.6 sq m."
78871479-dd03-4919-87b5-6e36dac578c4,PMC-HM-411036-000011,Pune,PMC-HM,Hadapsar Mundhwa,East,Hadapsar,286,12,7457,10,411036,18.500604,73.935304,288,387.8,owner_occupied,50594,7795,inactive,residential,Prajakta Bansode,9900000286,low,2025-12-26,"Property verified against ward register; owner-occupied share likely high. Area context: Hadapsar. Approx. land 288 sq m, built-up 387.8 sq m."
8959e7a7-a71d-4d7d-b411-74068d86b3d2,PMC-NR-411006-000005,Pune,PMC-NR,Nagar Road Vadgaon Sheri,East,Kalyani Nagar,851,6,890,24,411014,18.548291,73.922286,149,343.6,owner_occupied,45377,8884,active,residential,Swati More,9900000287,low,2025-11-27,"Property verified against ward register; owner-occupied share likely high. Area context: Kalyani Nagar. Approx. land 149 sq m, built-up 343.6 sq m."
eed7d2c0-7512-47b3-a10e-8170bbb23ceb,PMC-YKD-411032-000007,Pune,PMC-YKD,Yerwada Kalas Dhanori,North-East,Phulenagar,270,194,8541,185,411006,18.571186,73.905778,2742,2480.1,owner_occupied,527197,104332,active,industrial,Aniket Jadhav,9900000288,low,2026-02-15,"Storage/fire referral may be required for certain workflows. Area context: Phulenagar. Approx. land 2742 sq m, built-up 2480.1 sq m."
8cc9c674-03ab-4730-b47b-9b9e43824755,PMC-HM-411036-000012,Pune,PMC-HM,Hadapsar Mundhwa,East,Kharadi Annexe,424,278,6733,91,411036,18.498263,73.944202,459,1249.5,owner_occupied,175969,33282,active,residential,Sagar Kulkarni,9900000289,low,2026-02-08,"Property verified against ward register; owner-occupied share likely high. Area context: Kharadi Annexe. Approx. land 459 sq m, built-up 1249.5 sq m."
2f5e5df9-0ba8-4e12-90b9-9b968089bd8a,BMC-S-400078-000009,Mumbai,MCGM-S,S Ward,Eastern Suburbs,Bhandup West,666,115,279,158,400078,19.158098,72.941567,658,1268.8,rented,205240,63167,active,institutional,Sneha Mehta,9900000290,high,2025-10-03,"Non-residential public/institutional use; inspections routed via department. Area context: Bhandup West. Approx. land 658 sq m, built-up 1268.8 sq m."
b595f7ea-65da-409c-b522-301abe0c0920,BMC-N-400077-000007,Mumbai,MCGM-N,N Ward,Eastern Suburbs,Ghatkopar East,963,79,6148,201,400077,19.075193,72.914543,400,1019.1,mixed,323451,75088,active,residential,Shalini Pawar,9900000291,low,2025-09-15,"Property verified against ward register; owner-occupied share likely high. Area context: Ghatkopar East. Approx. land 400 sq m, built-up 1019.1 sq m."
2be801bf-9f01-4d8a-abe3-8590f760ef03,BMC-T-400080-000003,Mumbai,MCGM-T,T Ward,Eastern Suburbs,Mulund West,821,134,9477,110,400080,19.169587,72.950907,138,302.8,mixed,84079,16571,sealed,residential,Swapnil Deshmukh,9900000292,low,2025-08-30,"Property verified against ward register; owner-occupied share likely high. Area context: Mulund West. Approx. land 138 sq m, built-up 302.8 sq m."
734cd27e-68b0-4e78-9611-5ebf3b3972df,BMC-FS-400012-000009,Mumbai,MCGM-FS,F/S Ward,City,Bhoiwada,752,74,2148,117,400012,19.008071,72.833709,196,605.0,rented,435382,76823,active,commercial,Vijay Shah,9900000293,low,2025-09-28,"Frontage and signage potential flagged for annual review. Area context: Bhoiwada. Approx. land 196 sq m, built-up 605.0 sq m."
18bd3447-9e1e-4b74-a866-f3f68d6cb263,PMC-BBW-411043-000008,Pune,PMC-BBW,Bibwewadi,South,Market Yard,401,153,1659,126,411037,18.47633,73.867614,79,153.1,mixed,20156,3983,active,residential,Shalini Khan,9900000294,medium,2026-06-08,"Property verified against ward register; owner-occupied share likely high. Area context: Market Yard. Approx. land 79 sq m, built-up 153.1 sq m."
6af30990-a25c-4060-a886-da7bedf81fcc,BMC-T-400080-000004,Mumbai,MCGM-T,T Ward,Eastern Suburbs,Mulund West,198,138,9940,8,400080,19.179607,72.948057,1154,1403.9,owner_occupied,1156744,201498,active,commercial,Siddharth Agarwal,9900000295,low,2025-10-10,"Frontage and signage potential flagged for annual review. Area context: Mulund West. Approx. land 1154 sq m, built-up 1403.9 sq m."
bd712c5d-1428-4649-92f3-95546a1dde4e,BMC-ME-400043-000006,Mumbai,MCGM-ME,M/E Ward,Eastern Suburbs,Mankhurd,867,164,4615,247,400043,19.059708,72.917952,138,196.7,rented,60208,13491,disputed,residential,Shubham Shah,9900000296,low,2025-12-25,"Property verified against ward register; owner-occupied share likely high. Area context: Mankhurd. Approx. land 138 sq m, built-up 196.7 sq m."
6791b387-0489-49ab-b31f-14c7b50039e8,BMC-KW-400058-000012,Mumbai,MCGM-KW,K/W Ward,Western Suburbs,Versova,847,161,8701,91,400058,19.118037,72.835135,1336,2166.5,owner_occupied,445550,102145,disputed,institutional,Global Bakery,9900000297,low,2025-11-01,"Non-residential public/institutional use; inspections routed via department. Area context: Versova. Approx. land 1336 sq m, built-up 2166.5 sq m."
29475027-14dd-4091-8baf-a9d14c195e22,BMC-N-400077-000008,Mumbai,MCGM-N,N Ward,Eastern Suburbs,Vidyavihar East,285,62,9969,243,400077,19.0868,72.908286,469,1378.8,owner_occupied,1000731,220475,active,commercial,Skyline Pharmacy,9900000298,low,2026-02-08,"Frontage and signage potential flagged for annual review. Area context: Vidyavihar East. Approx. land 469 sq m, built-up 1378.8 sq m."
71a1035a-ce3a-4742-a880-d210e2a34b74,PMC-WK-411058-000006,Pune,PMC-WK,Warje Karvenagar,West,Warje,918,41,8750,236,411058,18.492596,73.798289,522,893.1,owner_occupied,156314,31708,inactive,mixed_use,Shalini Shah,9900000299,high,2026-01-12,"Ground-floor commercial activity noted; upper floors residential. Area context: Warje. Approx. land 522 sq m, built-up 893.1 sq m."
98068a4c-01aa-4ae3-9997-85f2b0c8385b,BMC-T-400080-000005,Mumbai,MCGM-T,T Ward,Eastern Suburbs,Mulund West,846,25,180,36,400080,19.164638,72.944464,356,397.2,owner_occupied,116576,27773,active,residential,Global Industries,9900000300,medium,2026-03-25,"Property verified against ward register; owner-occupied share likely high. Area context: Mulund West. Approx. land 356 sq m, built-up 397.2 sq m."
